일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV7308,<35,Undergraduate,Man,No,Dev,14,3,India,20943,11
DEV7309,>35,Undergraduate,Man,Yes,Dev,22,16,Germany,81074,21
DEV7310,<35,Other,Man,No,Dev,12,7,India,13962,40
DEV7311,<35,Other,Man,No,Dev,0,1,Japan,37776,13
DEV7312,>35,NoHigherEd,Man,Yes,Dev,13,13,United Kingdom of Great Britain and Northern Ireland,59459,4
DEV7313,<35,NoHigherEd,Man,No,Dev,3,2,Germany,15504,8
DEV7314,<35,Undergraduate,Woman,No,Dev,6,2,India,6981,19
DEV7315,<35,Undergraduate,Man,No,Dev,8,5,India,18499,21
DEV7316,>35,Master,Man,No,Dev,26,21,Germany,88640,4
DEV7317,>35,Master,Man,Yes,Dev,43,43,United Kingdom of Great Britain and Northern Ireland,103408,4
DEV7318,<35,Master,Man,No,Dev,4,3,India,175920,19
DEV7319,<35,Undergraduate,Man,No,Dev,12,7,India,14412,15
DEV7320,>35,Master,Man,No,Dev,42,21,United Kingdom of Great Britain and Northern Ireland,64630,24
DEV7321,<35,Undergraduate,Man,No,Dev,6,2,India,3351,7
DEV7322,>35,Other,Man,No,Dev,8,7,Canada,46891,15
DEV7323,<35,Undergraduate,Man,Yes,Dev,16,7,United States of America,100000,15
DEV7324,<35,Master,Man,Yes,Dev,5,3,Germany,123876,19
DEV7325,<35,Undergraduate,Man,No,Dev,9,6,India,9216,4
DEV7326,<35,Undergraduate,Man,No,Dev,7,1,India,6283,23
DEV7327,>35,NoHigherEd,Man,No,Dev,25,21,Germany,64859,11
DEV7328,<35,Undergraduate,Man,No,Dev,20,15,Germany,51888,14
DEV7329,<35,Master,Man,No,Dev,8,2,India,6696,6
DEV7330,>35,Other,Man,Yes,Dev,24,8,Germany,24648,14
DEV7331,<35,Undergraduate,Man,No,Dev,14,8,India,41885,37
DEV7332,<35,Undergraduate,Man,No,Dev,6,3,India,16752,13
DEV7333,<35,Undergraduate,Man,No,Dev,10,8,India,10056,17
DEV7334,>35,Master,Man,No,Dev,20,15,India,20244,5
DEV7335,<35,Undergraduate,Man,No,Dev,12,8,India,12566,11
DEV7336,<35,Master,Man,No,Dev,5,2,Germany,59454,15
DEV7337,<35,Master,Man,No,Dev,14,6,Germany,70264,21
DEV7338,<35,Master,Man,No,Dev,4,2,United Kingdom of Great Britain and Northern Ireland,90482,7
DEV7339,<35,Master,Man,No,Dev,8,5,Germany,70044,8
DEV7340,<35,Undergraduate,Man,No,Dev,11,4,Germany,18156,10
DEV7341,<35,Undergraduate,Man,No,NotDev,11,7,India,30716,7
DEV7342,<35,Master,Man,No,Dev,9,6,United Kingdom of Great Britain and Northern Ireland,45241,6
DEV7343,<35,Undergraduate,Man,No,Dev,10,6,India,25131,16
DEV7344,>35,Undergraduate,Man,No,Dev,9,8,Germany,38916,12
DEV7345,>35,Master,Man,No,Dev,36,22,India,125656,7
DEV7346,>35,Undergraduate,Man,Yes,Dev,21,8,United States of America,100000,15
DEV7347,>35,Master,Man,No,NotDev,6,12,India,69809,9
DEV7348,>35,Master,Man,No,Dev,20,4,Germany,86478,4
DEV7349,>35,Master,Man,No,NotDev,18,10,Germany,71340,8
DEV7350,>35,Other,Man,No,Dev,39,25,United Kingdom of Great Britain and Northern Ireland,93390,9
DEV7351,<35,Undergraduate,Man,No,Dev,7,7,India,47470,11
DEV7352,>35,Other,Man,No,Dev,20,10,United Kingdom of Great Britain and Northern Ireland,45241,3
DEV7353,<35,Undergraduate,Man,No,NotDev,15,5,Germany,49077,15
DEV7354,>35,Master,Man,No,Dev,21,21,Germany,140527,31
DEV7355,<35,Master,Man,No,Dev,6,3,Germany,45396,9
DEV7356,<35,Undergraduate,Man,No,Dev,8,3,India,1564,13
DEV7357,>35,Other,Man,No,Dev,30,22,South Korea,90540,9
DEV7358,<35,Undergraduate,Man,No,Dev,10,2,India,27923,12
DEV7359,<35,Undergraduate,Man,No,Dev,12,9,Germany,51887,9
DEV7360,>35,Master,Man,No,Dev,37,24,Germany,70264,16
DEV7361,>35,Other,Man,No,Dev,34,20,United Kingdom of Great Britain and Northern Ireland,77556,13
DEV7362,<35,Undergraduate,Man,No,NotDev,4,2,India,7872,5
DEV7363,>35,Undergraduate,Man,No,NotDev,30,14,United Kingdom of Great Britain and Northern Ireland,93067,16
DEV7364,<35,PhD,Man,No,NotDev,8,4,Germany,58373,2
DEV7365,<35,Undergraduate,Man,No,Dev,10,5,India,25131,35
DEV7366,<35,Master,Man,No,Dev,7,3,United Kingdom of Great Britain and Northern Ireland,51704,3
DEV7367,>35,Undergraduate,Man,Yes,Dev,32,20,Canada,79413,23
DEV7368,<35,Undergraduate,Man,No,Dev,10,3,United Kingdom of Great Britain and Northern Ireland,51704,10
DEV7369,>35,Other,Man,No,Dev,26,20,Germany,54049,6
DEV7370,>35,Undergraduate,Man,No,Dev,25,20,Germany,81074,2
DEV7371,>35,Master,Man,Yes,NotDev,34,20,Germany,86478,9
DEV7372,>35,Undergraduate,Man,No,Dev,30,20,United Kingdom of Great Britain and Northern Ireland,68507,23
DEV7373,>35,Master,Man,No,Dev,37,27,Germany,108098,4
DEV7374,<35,Undergraduate,Man,No,Dev,8,6,United Kingdom of Great Britain and Northern Ireland,71093,13
DEV7375,>35,Undergraduate,Man,No,Dev,11,8,India,27984,6
DEV7376,>35,Master,Man,No,Dev,15,10,India,14660,6
DEV7377,<35,Undergraduate,Man,No,Dev,3,0,India,1092,23
DEV7378,>35,Master,Man,Yes,NotDev,16,9,India,111694,16
DEV7379,<35,Master,Man,No,Dev,10,7,India,20943,13
DEV7380,>35,Undergraduate,Man,No,NotDev,30,20,Germany,162147,9
DEV7381,<35,Master,Man,Yes,Dev,10,4,Germany,51887,12
DEV7382,<35,Undergraduate,Man,No,Dev,17,12,Germany,72426,12
DEV7383,>35,Other,Man,No,Dev,30,20,Germany,75669,23
DEV7384,<35,Master,Man,No,Dev,13,8,Germany,68102,14
DEV7385,<35,Undergraduate,Man,Yes,Dev,19,11,United Kingdom of Great Britain and Northern Ireland,168037,6
DEV7386,<35,Undergraduate,Man,No,Dev,7,2,India,12663,22
DEV7387,<35,Other,Woman,No,Dev,7,6,Germany,60535,10
DEV7388,<35,Undergraduate,Man,No,Dev,6,2,India,11169,22
DEV7389,<35,Master,Man,No,Dev,8,8,Germany,52536,12
DEV7390,<35,Undergraduate,Man,No,Dev,14,7,India,41885,19
DEV7391,<35,Master,Man,Yes,Dev,9,6,Germany,35028,14
DEV7392,<35,Undergraduate,Man,No,Dev,8,7,India,6372,20
DEV7393,<35,Undergraduate,Man,No,Dev,8,6,India,16416,18
DEV7394,>35,PhD,Man,No,Dev,45,49,United Kingdom of Great Britain and Northern Ireland,129250,10
DEV7395,>35,Other,Man,No,Dev,15,10,Germany,154580,23
DEV7396,<35,Undergraduate,Man,No,Dev,7,8,India,12286,11
DEV7397,<35,Undergraduate,Man,No,Dev,18,7,United Kingdom of Great Britain and Northern Ireland,103408,11
DEV7398,>35,Undergraduate,Man,Yes,Dev,35,31,United Kingdom of Great Britain and Northern Ireland,47826,13
DEV7399,<35,Undergraduate,Man,Yes,Dev,1,0,India,5585,5
DEV7400,>35,Master,Man,No,Dev,20,15,Germany,151337,20
DEV7401,<35,Master,Man,No,Dev,20,10,Germany,75669,14
DEV7402,<35,Undergraduate,Man,Yes,Dev,13,3,United Kingdom of Great Britain and Northern Ireland,72385,17
DEV7403,>35,Other,Man,No,NotDev,35,25,Germany,108098,19
DEV7404,<35,Undergraduate,Man,Yes,Dev,12,3,United Kingdom of Great Britain and Northern Ireland,61398,15
DEV7405,>35,Undergraduate,Man,No,Dev,6,2,Canada,68068,15
DEV7406,>35,Undergraduate,Man,No,Dev,20,15,India,34904,8
DEV7407,<35,NoHigherEd,Man,No,Dev,15,6,Germany,35676,18
DEV7408,>35,Undergraduate,Man,No,Dev,22,18,United Kingdom of Great Britain and Northern Ireland,67215,22
DEV7409,<35,Master,Man,No,Dev,14,8,India,21780,24
DEV7410,>35,Master,Man,Yes,Dev,34,15,United Kingdom of Great Britain and Northern Ireland,77556,7
DEV7411,>35,Master,Man,No,Dev,20,12,India,18150,22
DEV7412,<35,NoHigherEd,Man,Yes,Dev,4,2,United States of America,90000,12
DEV7413,<35,Other,Man,No,Dev,10,9,Germany,86478,7
DEV7414,<35,Undergraduate,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,51704,11
DEV7415,<35,Master,Man,No,Dev,12,6,Germany,81,32
DEV7416,<35,Undergraduate,Man,No,Dev,9,3,India,11169,20
DEV7417,<35,Undergraduate,Man,No,Dev,12,1,Germany,45401,18
DEV7418,<35,NoHigherEd,NonBinary,Yes,Dev,8,4,United States of America,45000,15
DEV7419,<35,Undergraduate,Man,No,Dev,8,6,Germany,45396,20
DEV7420,<35,Undergraduate,Man,No,Dev,10,8,Germany,54049,3
DEV7421,<35,PhD,Man,No,Dev,11,7,United Kingdom of Great Britain and Northern Ireland,51704,9
DEV7422,<35,Other,Man,No,Dev,10,4,Germany,25944,32
DEV7423,<35,Undergraduate,Man,No,Dev,6,3,India,10052,8
DEV7424,<35,Undergraduate,Woman,No,Dev,9,5,India,8712,8
DEV7425,>35,Undergraduate,Man,Yes,Dev,25,15,United Kingdom of Great Britain and Northern Ireland,103408,23
DEV7426,>35,Undergraduate,Man,No,Dev,28,25,United Kingdom of Great Britain and Northern Ireland,62045,8
DEV7427,<35,PhD,Man,No,NotDev,9,6,United Kingdom of Great Britain and Northern Ireland,49119,2
DEV7428,>35,Other,Man,No,Dev,40,33,Germany,88212,10
DEV7429,>35,Undergraduate,Man,Yes,Dev,25,19,United States of America,100000,7
DEV7430,>35,Master,Man,No,Dev,18,13,United Kingdom of Great Britain and Northern Ireland,137350,7
DEV7431,<35,Undergraduate,Man,No,Dev,4,4,United Kingdom of Great Britain and Northern Ireland,71093,7
DEV7432,>35,Master,Man,No,Dev,15,10,Germany,77832,11
DEV7433,<35,Undergraduate,Man,No,Dev,9,3,Germany,87559,14
DEV7434,<35,Undergraduate,Man,No,Dev,6,5,India,6283,17
DEV7435,>35,Master,Man,Yes,Dev,15,9,United Kingdom of Great Britain and Northern Ireland,40070,18
DEV7436,<35,Undergraduate,Man,No,Dev,10,7,India,32000,27
DEV7437,<35,Other,Man,No,Dev,5,0,India,4692,12
DEV7438,<35,Undergraduate,Man,No,Dev,13,9,India,11676,18
DEV7439,<35,Undergraduate,Man,Yes,Dev,7,1,Germany,55776,10
DEV7440,<35,Undergraduate,NonBinary,No,Dev,9,3,India,6702,9
DEV7441,<35,Undergraduate,Man,No,Dev,8,5,Germany,54049,15
DEV7442,>35,Undergraduate,Man,No,NotDev,21,15,Canada,75631,20
DEV7443,<35,Undergraduate,Man,No,Dev,10,3,Germany,49185,25
DEV7444,<35,Undergraduate,Man,No,Dev,9,3,India,4188,14
DEV7445,<35,NoHigherEd,Man,No,Dev,5,3,Germany,42804,6
DEV7446,<35,Undergraduate,Man,Yes,NotDev,5,0,United Kingdom of Great Britain and Northern Ireland,20520,5
DEV7447,<35,Master,Man,No,NotDev,4,0,Germany,33510,5
DEV7448,<35,Master,Man,No,Dev,12,6,India,11867,9
DEV7449,>35,Undergraduate,Man,No,NotDev,25,1,United Kingdom of Great Britain and Northern Ireland,142185,11
DEV7450,<35,Master,Man,Yes,Dev,10,7,India,9720,18
DEV7451,<35,Master,Woman,No,Dev,1,0,India,4188,13
DEV7452,<35,Undergraduate,Man,Yes,Dev,5,4,India,18000,13
DEV7453,<35,PhD,Man,No,Dev,5,4,Germany,70264,4
DEV7454,<35,Undergraduate,Woman,No,Dev,13,5,India,20943,6
DEV7455,<35,Other,Man,No,Dev,11,5,United Kingdom of Great Britain and Northern Ireland,127967,15
DEV7456,<35,Master,Man,No,Dev,10,5,United States of America,128000,12
DEV7457,<35,Undergraduate,Man,No,Dev,13,8,United Kingdom of Great Britain and Northern Ireland,109871,10
DEV7458,<35,Master,Woman,No,Dev,12,7,Germany,54480,6
DEV7459,<35,Undergraduate,NonBinary,Yes,Dev,6,2,United States of America,170000,15
DEV7460,<35,Undergraduate,Man,No,Dev,9,2,India,7079,16
DEV7461,>35,Undergraduate,Man,No,Dev,20,11,United Kingdom of Great Britain and Northern Ireland,81433,11
DEV7462,<35,Other,Man,Yes,Dev,18,14,United Kingdom of Great Britain and Northern Ireland,93072,20
DEV7463,<35,Undergraduate,Man,Yes,Dev,23,11,United Kingdom of Great Britain and Northern Ireland,174500,11
DEV7464,<35,Undergraduate,Man,No,Dev,10,5,India,18150,16
DEV7465,<35,Undergraduate,Woman,Yes,Dev,3,2,Germany,56211,15
DEV7466,<35,Master,NonBinary,No,NotDev,14,9,United Kingdom of Great Britain and Northern Ireland,155111,19
DEV7467,<35,Undergraduate,Man,No,Dev,12,7,India,44678,18
DEV7468,<35,Undergraduate,Man,No,Dev,16,8,Germany,43452,10
DEV7469,<35,Undergraduate,Man,No,Dev,3,1,United Kingdom of Great Britain and Northern Ireland,25850,19
DEV7470,<35,Master,Man,No,Dev,9,7,Germany,59454,14
DEV7471,<35,Undergraduate,Man,No,Dev,6,2,Canada,37816,21
DEV7472,>35,Undergraduate,Man,No,Dev,20,17,United Kingdom of Great Britain and Northern Ireland,90482,24
DEV7473,<35,Other,Man,No,Dev,12,9,India,6981,11
DEV7474,>35,Undergraduate,NonBinary,No,Dev,30,30,United Kingdom of Great Britain and Northern Ireland,129259,17
DEV7475,<35,Other,Man,No,Dev,12,9,United Kingdom of Great Britain and Northern Ireland,39424,8
DEV7476,>35,Master,Man,Yes,Dev,20,14,United Kingdom of Great Britain and Northern Ireland,96945,16
DEV7477,<35,Undergraduate,Man,Yes,Dev,13,10,India,25128,20
DEV7478,<35,Master,Man,Yes,Dev,12,4,Germany,70260,5
DEV7479,>35,Undergraduate,Man,Yes,NotDev,20,17,India,58639,8
DEV7480,<35,Master,Man,No,Dev,8,4,Germany,86478,10
DEV7481,>35,Undergraduate,Man,No,Dev,38,24,United Kingdom of Great Britain and Northern Ireland,111163,17
DEV7482,<35,Undergraduate,Man,No,Dev,7,3,India,1680,6
DEV7483,<35,Undergraduate,Man,No,NotDev,1,2,Japan,43164,12
DEV7484,<35,Master,Man,No,Dev,7,3,India,16752,16
DEV7485,>35,Undergraduate,Man,Yes,Dev,20,15,India,55847,10
DEV7486,>35,Undergraduate,Man,Yes,Dev,16,13,India,32112,3
DEV7487,<35,Master,Man,No,Dev,15,11,India,16752,28
DEV7488,>35,PhD,Man,No,Dev,35,10,United Kingdom of Great Britain and Northern Ireland,77556,9
DEV7489,>35,Other,Man,No,Dev,32,28,United Kingdom of Great Britain and Northern Ireland,77556,20
DEV7490,>35,Undergraduate,Man,No,Dev,6,4,Germany,149175,17
DEV7491,<35,Undergraduate,Woman,No,Dev,7,3,India,10056,15
DEV7492,>35,Undergraduate,Man,No,NotDev,50,43,United Kingdom of Great Britain and Northern Ireland,45241,7
DEV7493,<35,NoHigherEd,Man,Yes,Dev,5,2,Germany,13620,15
DEV7494,>35,PhD,Man,No,NotDev,20,15,Germany,51888,7
DEV7495,>35,Undergraduate,Man,No,Dev,34,22,United Kingdom of Great Britain and Northern Ireland,58167,18
DEV7496,>35,NoHigherEd,Man,No,Dev,20,15,Germany,86478,17
DEV7497,<35,Undergraduate,NonBinary,Yes,Dev,7,4,India,18150,13
DEV7498,>35,Master,Man,Yes,Dev,24,17,Germany,30240,14
DEV7499,<35,Undergraduate,Man,No,Dev,10,5,India,33508,9
DEV7500,<35,Master,Man,No,Dev,10,7,United Kingdom of Great Britain and Northern Ireland,72385,6
DEV7501,>35,Undergraduate,NonBinary,Yes,Dev,24,19,United Kingdom of Great Britain and Northern Ireland,84019,14
DEV7502,<35,Master,Man,No,Dev,16,6,Germany,49293,14
DEV7503,<35,Undergraduate,Man,No,Dev,7,4,India,11169,13
DEV7504,<35,Undergraduate,Man,Yes,NotDev,13,9,United Kingdom of Great Britain and Northern Ireland,185800,12
DEV7505,<35,Undergraduate,Man,Yes,Dev,6,2,India,39093,11
DEV7506,<35,Other,Man,No,Dev,6,4,Germany,48648,16
DEV7507,<35,Undergraduate,Man,No,Dev,6,2,India,27923,22
DEV7508,<35,Undergraduate,Man,No,Dev,17,6,Germany,57072,11
DEV7509,<35,Undergraduate,Man,No,Dev,4,0,India,5585,5
DEV7510,>35,Other,Woman,Yes,Dev,10,7,United Kingdom of Great Britain and Northern Ireland,43431,13
DEV7511,>35,Other,Man,Yes,Dev,21,15,United Kingdom of Great Britain and Northern Ireland,74970,16
DEV7512,<35,Master,Man,No,Dev,5,5,India,9720,19
DEV7513,<35,Master,Man,No,Dev,20,5,India,14744,15
DEV7514,<35,Master,Man,No,Dev,19,5,Germany,51887,10
DEV7515,>35,Master,Man,No,Dev,27,17,Germany,118908,11
DEV7516,<35,Undergraduate,Man,No,Dev,15,10,Germany,86478,11
DEV7517,<35,Undergraduate,Man,No,Dev,2,0,India,4189,12
DEV7518,<35,Undergraduate,Woman,No,Dev,9,5,India,26527,28
DEV7519,<35,Undergraduate,Man,No,Dev,0,4,India,4188,5
DEV7520,>35,Other,Man,Yes,NotDev,14,6,United States of America,160000,10
DEV7521,<35,Master,Man,No,Dev,14,10,Canada,98321,7
DEV7522,<35,Master,Man,No,Dev,16,10,India,25131,3
DEV7523,<35,Master,Man,No,Dev,7,2,United Kingdom of Great Britain and Northern Ireland,73678,13
DEV7524,<35,Undergraduate,Man,No,Dev,8,3,Germany,59454,26
DEV7525,<35,Other,Man,No,Dev,7,4,United Kingdom of Great Britain and Northern Ireland,34464,12
DEV7526,<35,Undergraduate,Man,No,Dev,15,8,United Kingdom of Great Britain and Northern Ireland,93713,22
DEV7527,>35,Undergraduate,Man,Yes,Dev,20,7,Germany,78912,7
DEV7528,>35,Master,Man,No,Dev,25,19,United Kingdom of Great Britain and Northern Ireland,24816,13
DEV7529,<35,Undergraduate,Man,No,Dev,4,4,India,19546,19
DEV7530,<35,Master,Man,No,Dev,10,6,India,11724,8
DEV7531,>35,Other,Man,No,Dev,22,23,United States of America,130000,4
DEV7532,>35,Undergraduate,Man,Yes,Dev,30,20,United Kingdom of Great Britain and Northern Ireland,77556,14
DEV7533,<35,Master,Man,No,Dev,8,4,United Kingdom of Great Britain and Northern Ireland,52014,18
DEV7534,>35,Other,Man,No,Dev,38,19,Canada,84575,8
DEV7535,<35,Undergraduate,Man,No,Dev,3,2,India,66348,8
DEV7536,>35,Undergraduate,Man,No,Dev,35,35,United Kingdom of Great Britain and Northern Ireland,90482,14
DEV7537,<35,Undergraduate,Man,Yes,NotDev,8,7,United States of America,150000,8
DEV7538,<35,Undergraduate,Man,No,Dev,4,2,India,9216,12
DEV7539,<35,Other,Man,Yes,Dev,10,2,United Kingdom of Great Britain and Northern Ireland,32961,4
DEV7540,<35,Undergraduate,Man,No,Dev,13,7,India,29320,9
DEV7541,<35,Master,Man,No,Dev,6,4,Germany,73507,19
DEV7542,<35,Master,Man,No,NotDev,0,2,India,5028,18
DEV7543,<35,Undergraduate,Man,No,Dev,10,6,India,19588,2
DEV7544,<35,Undergraduate,Man,No,Dev,7,3,India,6981,11
DEV7545,>35,Undergraduate,Man,No,NotDev,23,14,United States of America,185000,29
DEV7546,<35,Master,Man,Yes,Dev,7,4,India,6696,34
DEV7547,<35,Undergraduate,Man,No,Dev,12,5,United Kingdom of Great Britain and Northern Ireland,64630,3
DEV7548,<35,Undergraduate,Woman,No,Dev,6,4,India,13962,10
DEV7549,>35,Undergraduate,Man,Yes,Dev,38,32,United States of America,141548,7
DEV7550,>35,Other,Man,Yes,Dev,16,12,United States of America,65000,6
DEV7551,<35,Undergraduate,Man,No,Dev,7,7,India,12566,10
DEV7552,<35,Master,Man,No,Dev,12,6,United Kingdom of Great Britain and Northern Ireland,84019,11
DEV7553,<35,Undergraduate,Man,No,Dev,5,2,Germany,48644,14
DEV7554,<35,Master,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,98883,6
DEV7555,>35,Undergraduate,Man,Yes,Dev,25,15,India,58644,16
DEV7556,>35,Undergraduate,Man,No,Dev,10,6,India,13962,23
DEV7557,>35,Undergraduate,Man,No,Dev,24,17,United States of America,113500,6
DEV7558,<35,NoHigherEd,Man,Yes,Dev,13,10,Germany,51888,7
DEV7559,<35,Undergraduate,Man,No,Dev,5,3,India,8377,8
DEV7560,<35,Undergraduate,Man,No,Dev,14,5,United States of America,90000,44
DEV7561,>35,PhD,Man,No,Dev,12,7,Germany,108098,16
DEV7562,<35,Undergraduate,Man,Yes,Dev,9,4,United States of America,115000,19
DEV7563,>35,Undergraduate,Man,No,Dev,44,36,United States of America,70000,3
DEV7564,>35,Undergraduate,Man,No,Dev,25,16,Canada,79413,8
DEV7565,<35,Master,Man,No,Dev,11,8,Germany,45396,10
DEV7566,<35,Other,Man,No,Dev,4,4,India,2508,11
DEV7567,<35,Undergraduate,Man,No,Dev,10,7,Germany,57832,4
DEV7568,>35,Undergraduate,Woman,No,Dev,24,15,United States of America,132400,8
DEV7569,<35,Undergraduate,Man,No,Dev,5,2,India,6981,8
DEV7570,<35,Master,Man,Yes,Dev,1,0,United Kingdom of Great Britain and Northern Ireland,45241,16
DEV7571,<35,Undergraduate,Man,Yes,Dev,5,2,United Kingdom of Great Britain and Northern Ireland,58167,10
DEV7572,<35,Undergraduate,Man,Yes,Dev,10,5,United Kingdom of Great Britain and Northern Ireland,127708,17
DEV7573,<35,Undergraduate,Man,Yes,Dev,6,2,United States of America,118000,9
DEV7574,>35,Master,Man,No,Dev,15,15,United States of America,180000,8
DEV7575,<35,Other,Man,No,Dev,16,13,Germany,32429,9
DEV7576,<35,Undergraduate,Man,No,Dev,10,11,India,33508,6
DEV7577,>35,Undergraduate,Man,No,Dev,17,13,India,36300,14
DEV7578,>35,Master,Man,Yes,Dev,21,15,Germany,81074,6
DEV7579,<35,Other,Man,Yes,Dev,7,5,Germany,54612,17
DEV7580,<35,Undergraduate,Man,No,Dev,4,3,India,7536,7
DEV7581,<35,Undergraduate,Man,No,NotDev,10,6,India,13264,6
DEV7582,>35,Master,Man,No,Dev,40,30,United States of America,200000,19
DEV7583,<35,Undergraduate,Man,Yes,Dev,18,6,Germany,69180,14
DEV7584,<35,Undergraduate,Man,No,Dev,8,4,Germany,58368,25
DEV7585,<35,Undergraduate,Man,No,Dev,5,6,India,159168,6
DEV7586,>35,Master,Man,No,Dev,15,15,United States of America,200000,19
DEV7587,<35,Undergraduate,Man,No,Dev,10,8,India,16752,9
DEV7588,<35,Undergraduate,Man,Yes,Dev,7,0,United States of America,55000,15
DEV7589,>35,Undergraduate,Man,Yes,Dev,20,2,Germany,38915,8
DEV7590,>35,Undergraduate,Man,Yes,NotDev,22,20,United States of America,155000,25
DEV7591,<35,Other,Man,No,Dev,6,4,Germany,36324,8
DEV7592,<35,Other,Man,Yes,Dev,13,7,United States of America,110000,12
DEV7593,<35,Undergraduate,Man,No,Dev,2,0,India,4608,17
DEV7594,<35,Undergraduate,Man,No,Dev,4,4,United States of America,146000,7
DEV7595,<35,Other,Man,No,Dev,5,2,Canada,41597,22
DEV7596,<35,Master,Man,No,Dev,7,3,United Kingdom of Great Britain and Northern Ireland,59459,10
DEV7597,<35,Undergraduate,Man,Yes,Dev,11,9,India,67016,9
DEV7598,<35,Undergraduate,Man,No,Dev,18,12,India,20244,19
DEV7599,<35,Master,Man,No,NotDev,10,3,Germany,64859,6
DEV7600,<35,Undergraduate,Man,No,Dev,6,0,United States of America,58000,13
DEV7601,<35,Undergraduate,Man,No,Dev,6,0,Germany,43980,12
DEV7602,<35,Undergraduate,Man,No,Dev,15,14,United Kingdom of Great Britain and Northern Ireland,64630,19
DEV7603,>35,Master,Man,No,Dev,16,15,United Kingdom of Great Britain and Northern Ireland,131844,25
DEV7604,<35,Other,Man,Yes,Dev,8,4,United States of America,36000,3
DEV7605,<35,Master,Man,No,Dev,12,7,India,27923,13
DEV7606,<35,Master,Man,No,Dev,5,4,Germany,194580,9
DEV7607,>35,Undergraduate,Man,No,Dev,44,33,United States of America,190000,16
DEV7608,<35,Master,Man,Yes,Dev,8,5,Germany,43239,6
DEV7609,<35,Undergraduate,Man,No,Dev,12,3,Germany,54049,10
DEV7610,<35,Master,Man,No,Dev,7,2,Germany,32424,19
DEV7611,<35,Undergraduate,Man,No,Dev,6,4,India,12566,15
DEV7612,<35,NoHigherEd,Man,Yes,Dev,8,3,Germany,38915,11
DEV7613,<35,Master,Man,No,Dev,16,7,United Kingdom of Great Britain and Northern Ireland,55582,19
DEV7614,<35,Undergraduate,Man,No,Dev,11,7,United States of America,160000,22
DEV7615,>35,PhD,Man,Yes,Dev,16,6,United States of America,160000,4
DEV7616,<35,Other,Man,No,Dev,12,6,Germany,59304,25
DEV7617,>35,Undergraduate,Man,No,Dev,10,7,United Kingdom of Great Britain and Northern Ireland,80141,20
